Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B01846,ROMANTIQUE LIMOUSINE INC.,,2016,6,June,89,0,12
B02418,PLUSH SERVICES CORP,,2016,6,June,293,0,13
B01626,LA NUEVA QUISQUEYA C/S INC,,2016,10,October,"37,162",0,146
B00013,LOVE CORPORATE CAR INC,,2017,7,July,"3,677",0,109
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2019,1,January,58,0,4
B01394,KINGSWAY CAR & LIMO SVC INC,,2015,11,November,"2,004",0,9
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2018,2,February,720,0,14
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2017,9,September,"6,176",0,47
B00381,BELL RADIO INC,,2017,10,October,"5,341",0,106
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2019,1,January,70,0,10
B01711,FLUSHING LIMO TRANSP CORP,,2017,5,May,"6,540",0,26
B02976,ABEL BLACK CAR INC,,2017,11,November,154,0,49
B01233,NEW LACONIA RAD DISP INC,,2018,2,February,"9,910",0,53
b00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2017,6,June,117,0,26
B01432,TOVAR TRANSPORTATION INC,,2018,1,January,"4,221",0,16
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,10,October,"4,056",0,12
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2015,9,September,"1,018",0,11
B01273,PUERTO RICO CAR SERVICE INC.,,2016,10,October,"7,311",0,65
B02160,"12TH STREET LUXURY CARS, INC.",,2016,7,July,175,0,16
B02893,DORADO EXPRESS INC.,,2017,2,February,349,0,7
B02416,"NEW STORM CAR SERVICE, INC.",,2016,6,June,"9,293",0,16
B02723,CHARLIE BLACK CAR INC,,2015,5,May,438,0,5
B01194,440 CAR SERVICE INC.,,2016,12,December,"10,287",0,43
B02846,DLS TRANSPORTATION CORP.,,2017,2,February,92,0,3
B01259,THE NEW BROOKLYN C/S INC,,2018,9,September,"14,235",0,55
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2017,7,July,386,0,22
B02912,FIRST CLASS LUXURY INC,,2018,9,September,534,0,4
B00919,HARLEM CARS INC.,,2018,10,October,"4,722",0,36
B01642,VICTORY CAR & LIMO SERVICE INC.,,2015,8,August,"3,880",0,12
B01326,DEBORAH C/L SVC INC,,2016,9,September,721,0,9
LYFT,LYFT,LYFT,2015,7,July,"194,815",0,"3,895"
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2017,10,October,644,0,7
B02856,MARIACHI CAR SERVICE INC,,2018,4,April,"2,939",0,12
B00548,"LINDY CARS, INC.",,2018,6,June,277,0,8
B01529,J.I.G. TRANSPORT CORP.,NEW EASTERN C/L SVCE,2018,9,September,884,0,11
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2015,11,November,"2,947",0,14
B02480,WOODHAVEN LIMOUSINE INC,,2017,6,June,46,0,6
B00310,WATSON CAR SERVICE INC.,,2018,7,July,"20,556",0,98
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2016,4,April,"23,166",0,142
B01386,FENIX PREMIUM CORP.,,2017,8,August,"6,097",0,30
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2017,7,July,"2,005",60,11
B01389,METRO LUXURY INC,,2016,12,December,"4,282",0,72
B02952,BELLEROSE CAR & LIMO SERVICE INC,,2017,9,September,131,0,7
B02026,A RIDE FOR ALL LLC,,2015,4,April,61,0,1
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2015,6,June,"1,139",0,19
b01009,UNITED LIMO C/M SVC CORP,,2016,3,March,"1,770",0,14
B00278,FAMILY CAR SERVICE,,2017,2,February,"2,311",0,18
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,3,March,"2,756",0,29
B00151,KINGSBAY CAR SERVICE INC,,2017,3,March,533,0,39
B02673,CONCORDE LIMOUSINE INC,CC LIMOUSINE WORLDWIDE,2017,2,February,105,0,29
B02315,LA MORENITA CAR LIMO SERVICE INC,,2015,12,December,"8,801",0,42
B02892,SEAMAN EXPRESS CORP.,,2018,12,December,45,0,19
B02376,ALL NATIONS LUXURY LIMO CORP.,,2017,10,October,187,0,6
B01710,"79 MASADA III, INC.",MASADA III,2019,1,January,"7,964",0,39
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2018,1,January,"7,419",0,34
B01029,ZION CAR SERVICE INC.,,2018,1,January,935,0,7
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,7,July,"3,229",0,21
B01751,CONCORDE EXP OF N.Y. INC,,2018,2,February,"1,919",0,8
B02160,"12TH STREET LUXURY CARS, INC.",,2017,2,February,211,0,11
B00030,TREMONT DISPATCHING CORP,,2016,5,May,175,0,2
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2016,11,November,863,0,18
B00446,COMMUNICAR INCORPORATED,,2017,9,September,"4,513",0,100
B01525,NORTHSIDE LUXURY INC.,,2016,12,December,"7,240",0,98
B02794,ASAP LUXE INC,,2015,4,April,"3,391",0,35
B01854,EUROPE LIMOUSINE SERVICE INC,,2015,12,December,"1,469",0,41
B01280,BENSONHURST RIDE INC.,,2015,5,May,"5,952",0,29
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2016,10,October,"4,452",0,21
B02566,GSL LIMOUSINES CORP.,,2018,7,July,690,0,22
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2016,11,November,"4,665",0,89
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2016,5,May,"5,110",0,28
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2017,8,August,"1,251",0,97
B01436,NEW PRONTO TRANSP INC,,2017,9,September,"1,288",0,20
B01444,REGO PARK EXPRESS INC.,,2016,5,May,"9,273",0,22
B01244,MASADA II C/L SVC INC,,2017,5,May,"1,369",0,7
B02377,"ECONOMY CAR SERVICE, LLC",,2015,4,April,105,0,6
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2016,6,June,"1,323",0,18
B00196,NEW EASY WAY RADIO DISP INC,,2018,4,April,333,0,10
B01529,J.I.G. TRANSPORT CORP.,NEW EASTERN C/L SVCE,2015,11,November,"1,929",0,13
B01559,MUNKACS CAR SVC LTD,,2015,7,July,"5,173",0,23
B00429,SURF CAR SYSTEMS INC,,2016,6,June,"12,041",0,24
B02736,TRINITY CAR SERVICE INC,,2016,6,June,"1,577",0,6
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2016,2,February,"8,880",0,7
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,9,September,"2,871",0,7
B01341,A NEW DAY RAD DISP INC,,2016,10,October,"8,384",0,55
b01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2015,7,July,"3,570",0,10
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,10,October,"30,496",0,161
B01711,FLUSHING LIMO TRANSP CORP,,2016,9,September,"6,599",0,34
B03041,PUEBLA CITY INC.,,2018,4,April,93,0,10
B02389,"EMBARQUE N.Y., INC.",,2015,10,October,"1,290",0,13
B02471,TSU GLOBAL SERVICES INC,,2017,7,July,142,0,7
B03052,PROGRESIVE LIMOS INC.,,2018,1,January,168,0,7
B01081,GEORGE TOWN MANAGEMENT INC,,2017,6,June,"1,416",0,12
B03017,SDR TRANSPORTATION CORP.,,2018,7,July,"9,265",0,59
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2015,6,June,"2,493",0,24
B01311,DISCOUNT CAR SVCE,,2016,7,July,"2,788",0,11
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,4,April,"6,474",0,48
B01454,FREEDOM LIMO & CAR SERVICE,,2018,9,September,"7,519",0,36
B01280,BENSONHURST RIDE INC.,,2018,9,September,"4,080",0,23
B00937,RIVERSIDE RADIO DISPATCHER,,2018,10,October,"31,974",0,171
B01674,NEW PUEBLA CAR & LIMOUSINE SERVICE INC.,,2018,7,July,"3,220",0,23
B01312,BROOKLYN RAD DISP INC,,2017,11,November,"14,030",0,164
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2018,10,October,"1,258",0,9
B00647,KISS CAR SERVICE INC,,2016,12,December,"82,511",0,371
B02228,SPECIAL RADIO DISP.CORP.,,2018,11,November,144,0,7
B02809,NBT TRANSPORTATION INC,,2017,8,August,"1,666",0,15
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2016,2,February,79,0,22
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2017,9,September,"2,792",0,13
B02061,ROYAL COACHMAN LTD.,,2017,7,July,72,0,14
B00277,ALL CITY CORP TRANS INC,,2015,4,April,"3,401",0,57
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2015,12,December,"12,944",0,107
B02898,SANO CAR LLC,,2017,2,February,"1,889",0,16
B02288,SAFARI TRANSPORTATION INC.,,2016,12,December,168,0,5
B02629,CARLUX LIMO INC.,,2017,7,July,3,0,2
B02308,NORWOOD CAR & LIMO INC.,,2017,5,May,"1,871",0,24
B02634,VETERANS RADIO DISPATCHER CORP.,,2018,5,May,"6,593",0,38
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2018,4,April,"1,289",0,26
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2016,2,February,"6,779",0,71
B01081,GEORGE TOWN MANAGEMENT INC,,2018,1,January,"1,446",0,11
B02695,SEE USA TOURS INC.,,2017,3,March,186,0,5
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2016,8,August,"1,602",0,14
B01536,FIRST CLASS C/L SVC CORP,,2016,6,June,"35,096",0,224
B00170,EMUNAH CAR SERVICE INC,,2016,8,August,"1,246",0,7
B02929,OTTOMAN TRANSPORTATION INC.,,2018,8,August,113,0,4
B00449,A KINGS HWY C/S INC.,,2016,6,June,"5,517",0,29
B01984,NY 88 EXPRESS CORP.,,2017,3,March,"29,194",0,144
B00556,SURREY CADILLAC LIMO SVC INC,,2019,1,January,583,0,17
B02555,LTM GLOBAL CAR SERVICE,,2016,8,August,907,0,6
B01391,ROSE 'N' DALE C/S INC,,2015,6,June,"4,008",0,15
B02653,NEW COLLEGE CAR SVCE INC,,2017,1,January,"16,204",0,85
B01336,BAY EXPRESS CORP.,,2017,9,September,"3,982",0,25
B02717,ZOOM CAR SERVICE INC.,,2018,11,November,279,0,1
B02924,CELEBRITY LUXURY INC.,,2018,5,May,"6,922",0,56
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2018,2,February,"1,754",0,7
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2016,1,January,"9,501",0,7
b00802,BELL CAR SVC INC,,2016,2,February,"18,753",0,80
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2018,11,November,"27,451",304,173
B02998,GENESIS LUXURY TRANSPORTATION CORP.,,2018,12,December,"6,221",0,28
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2019,1,January,224,0,9
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2015,11,November,1,0,1
B01066,DOMINICANA RAD DISP INC,,2018,12,December,"6,933",0,40
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2016,7,July,"2,475",0,24
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2015,11,November,104,0,9
B02406,MY SEDAN LLC,,2016,11,November,"1,390",0,25
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2016,7,July,"1,178",0,64
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2017,4,April,832,0,5
B01445,J T TRANS CO INC,,2016,7,July,"4,346",0,64
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,4,April,"4,328",0,13
B01215,ECUADOOR CORP,,2017,5,May,"16,780",0,61
B02963,GULF LUXURY INC,,2018,7,July,302,0,6
B02723,CHARLIE BLACK CAR INC,,2015,6,June,624,0,5
B01233,NEW LACONIA RAD DISP INC,,2017,10,October,"11,291",0,59
B01989,"ICS-NY, INC.",,2016,4,April,597,0,25
B02228,SPECIAL RADIO DISP.CORP.,,2017,1,January,"2,977",0,24
B00236,LAST RADIO GROUP CORP.,,2017,10,October,781,0,16
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2016,8,August,"3,343",0,69
B00889,MEXICANA CAR SERVICE INC.,,2016,11,November,"18,791",0,78
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2018,7,July,"17,279",0,81
B01346,ARECIBO C/S INC,,2018,1,January,"13,372",0,150
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2017,12,December,"6,472",0,53
B02952,BELLEROSE CAR & LIMO SERVICE INC,,2018,2,February,75,0,7
B02249,"LA RAZA CAR SERVICE, INC.",,2017,8,August,"6,302",0,49
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2017,6,June,77,0,2
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2017,9,September,"3,309",0,76
B02026,A RIDE FOR ALL LLC,,2016,2,February,57,0,1
B02509,NY MINUTE CAR SERVICE INC.,,2015,12,December,89,0,4
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2017,10,October,"2,773",0,16
b01056,UNITY CAR & LIMO INC.,,2016,4,April,"6,735",0,28
B02901,GALLANT LUXURY SERVICE CORP.,,2017,12,December,"3,282",0,49
B02726,COMPADRE CAR SERVICE INC.,,2016,8,August,"1,725",0,6
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE,2015,5,May,603,0,66
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2018,1,January,"6,006",0,25
B03053,CHARIOT TRANSIT INC.,,2019,1,January,"3,359",0,34
B02905,PUEBLA LUXURY CORP,,2016,11,November,"5,804",0,72
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,8,August,"2,784",0,19
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,3,March,491,0,7
B02917,C & A BLACK CAR CORP.,,2016,7,July,81,0,20
B01923,"AVID INTERNATIONAL, INC.",,2015,11,November,"1,030",0,18
B03053,CHARIOT TRANSIT INC.,,2017,12,December,"2,290",0,32
B01338,3210 WEBSTER AV PRESTIGE C/S,,2019,1,January,"20,604",0,118
B00485,EARLY BIRD CAR SERVICE INC,,2016,7,July,38,0,4
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2019,1,January,"23,905",0,512
B00882,U N C CAR & LIMO SERVICE,,2016,2,February,565,0,13
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2018,10,October,176,0,4
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2016,1,January,"1,078",0,86
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2018,6,June,"2,765",0,24
B02702,NEW SAFARI CAR & LIMO INC.,,2015,7,July,217,0,3
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2016,8,August,29,0,9
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2017,4,April,"4,189",0,27
B02899,NEW BLACK LUXURY CARS CORP,,2016,8,August,"8,002",0,29
B00837,CAREY LIMO N Y INC,,2017,8,August,"7,934",0,207
B00210,"HOWARD CAR SERVICE,INC.",,2016,4,April,388,0,13
B02292,NEW YORK APPLE V.I.P. CORP,,2018,5,May,"1,095",0,7
B01738,SAETA CAR SERVICE INC.,,2018,4,April,"2,349",0,12
B02346,PIA CAR LIMO. INC.,,2016,8,August,91,0,4
B01009,UNITED LIMO C/M SVC CORP,,2018,6,June,393,0,10
B03055,EXPLORER EXPRESS INC,,2017,10,October,844,0,23
B03053,CHARIOT TRANSIT INC.,,2018,5,May,"4,426",0,26
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2017,9,September,"2,472",0,14
B02418,PLUSH SERVICES CORP,,2017,3,March,255,0,10
B02797,CJ LIMOUSINE LLC,,2017,2,February,448,0,10
B02899,NEW BLACK LUXURY CARS CORP,,2019,1,January,"15,018",0,46
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2016,4,April,"3,356",0,19
B01432,TOVAR TRANSPORTATION INC,,2017,7,July,"4,003",0,20
B02376,ALL NATIONS LUXURY LIMO CORP.,,2015,4,April,194,0,7
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,1,January,"5,116",0,41
B02760,VISMAR RADIO DISPATCH INC.,,2018,1,January,203,0,6
B02418,PLUSH SERVICES CORP,,2015,10,October,1,0,1
B00860,SEAMAN RADIO DISPATCHERS INC,,2016,4,April,"58,173",0,284
B02273,BENI'S LIMOUSINE SERVICE INC,,2016,6,June,26,0,7
B01398,ALEX EXP C/L INC,,2015,4,April,30,0,7
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2016,12,December,"1,774",0,5
B02147,"MITA LIMOUSINE, INC.",,2017,11,November,630,0,18
B02410,"POLO LIMOUSINE, CORP.",,2016,1,January,"1,544",0,53
B02727,OSCAR LIMOUSINE INC,,2017,11,November,291,0,4
B02799,CHURCH AVENUE EXPRESS INC,,2017,1,January,"1,910",0,13
B02751,RELIANCE GROUP INC,,2016,6,June,15,0,2
B02110,"OPTIMUM CAR & LIMO, INC.",,2015,11,November,"1,961",0,9
B01453,ST GEORGE EXPRESS CAR SERVICE INC.,,2015,6,June,"5,126",0,22
B01236,BLS LIMO SVC OF NY INC,,2016,4,April,"3,256",0,60
B01811,IVOIRE LIMO INC.,,2015,2,February,"7,683",0,52
B02550,AGAPE LUXURY CORP.,,2017,11,November,"31,734",0,311
B02515,OLS LIMOUSINE SERVICE INC.,,2016,3,March,32,0,3
B02649,DIDI TRANSPORTATION INC.,,2018,3,March,14,0,1
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2018,10,October,"3,187",0,62
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2017,12,December,"1,143",0,47
B02401,NEW NORTH SIDE LUXURY CORP.,MAGNA,2019,1,January,"3,544",0,49
B00183,KEW GARDEN OPERATING CORP,,2017,5,May,"1,126",0,19
B03056,INSPIRATION GROUP INC,,2018,7,July,369,0,21
B00222,"REYNO CAR SVC, INC.",,2015,10,October,"5,548",0,41
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2016,11,November,"18,924",0,134
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2016,10,October,"6,468",0,114
B02747,LEGEND LUXURY LIMO INC.,,2018,7,July,"2,741",0,33
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,10,October,"4,198",0,21
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,6,June,179,0,3
B01710,"79 MASADA III, INC.",MASADA III,2015,12,December,268,0,5
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2015,5,May,"23,435",0,92
B02541,HIBA CAR & LIMO SVC INC.,,2015,7,July,388,0,10
B02611,SS LIMOUSINE SERVICE INC,,2017,5,May,58,0,5
B02311,FAST CITY CAR & LIMO SVC INC.,,2017,8,August,"1,800",0,11
B02547,NICK CAR & LIMO SERVICE INC.,,2018,3,March,47,0,6
B02637,ROOSEVELT CAR & LIMO INC.,,2015,4,April,371,0,22
B02794,ASAP LUXE INC,,2018,7,July,"1,615",0,11
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2018,3,March,"8,643",0,36
B02003,"AVALON CORPORATE CAR,INC.",,2018,1,January,"3,201",0,89
B01536,FIRST CLASS C/L SVC CORP,,2018,9,September,"15,106",0,93
B00485,EARLY BIRD CAR SERVICE INC,,2015,12,December,172,0,5
B01109,UNITED EXP C/L SVCE,,2016,11,November,"9,711",0,44
B03096,QUDOS FLEET NEW YORK 1 LLC,,2018,12,December,2,0,2
B01124,COOPERATIVA CLBNA DE CON INC,,2017,3,March,"10,017",0,61
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2017,9,September,"1,478",0,14
B00991,BLUE LANE CAR SERVICE INC,,2018,10,October,194,0,12
B02536,SEAGULL RIDE CORP,,2017,12,December,"3,154",0,12
B00031,QUEENS VILLAGE INC.,,2018,9,September,601,0,4
b00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2016,7,July,"8,034",0,30
B02096,"CET GROUP, INC",,2018,8,August,396,0,33
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2016,4,April,"2,179",0,26
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,2,February,"38,481",0,197
B01146,CHURCH AVE C/S INC,,2017,1,January,"14,941",0,59
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2015,8,August,"3,001",0,13
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2018,6,June,"2,207",0,13
B02061,ROYAL COACHMAN LTD.,,2016,1,January,83,0,9
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2017,8,August,"1,032",0,7
B01527,NEW FAMILY RAD DISP INC,,2016,1,January,"10,265",0,86
B01436,NEW PRONTO TRANSP INC,,2018,4,April,887,0,16
B03076,CHARRITOS BLACK CAR INC,,2018,4,April,428,0,5
B00196,NEW EASY WAY RADIO DISP INC,,2018,6,June,165,0,7
B01559,MUNKACS CAR SVC LTD,,2015,6,June,"9,121",0,23
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2018,1,January,"1,354",0,34
B01594,ATHENIAN LIMO INC,ACROPOLIS,2016,9,September,"1,524",0,14
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2018,4,April,6,0,3
B01536,FIRST CLASS C/L SVC CORP,,2016,5,May,"38,538",0,227
B02767,KISMET INTERNATIONAL INC.,,2017,12,December,101,0,9
B02537,ALLTOWN LIMO CORP.,,2018,11,November,"10,798",0,117
B02096,"CET GROUP, INC",,2016,8,August,407,0,35
B01635,HAR-SINAY CAR & LIMO SVC INC,,2016,4,April,251,0,5
B02590,LUXOR LIMO INC,,2018,1,January,"1,324",0,46
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2016,5,May,"4,997",0,15
B02394,TRANSPORTATION CONSULTANT GROUP INC.,PRIVATE CHAUFFEUR CLUB,2017,2,February,30,0,4
B02851,GALLANT CAR SERVICE CORP.,,2017,9,September,105,0,2
B01318,LOWER EAST SIDE C/S CORP,,2017,8,August,"8,519",0,42
B01341,A NEW DAY RAD DISP INC,,2018,6,June,"3,433",0,25
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2018,8,August,"1,884",0,39
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2015,12,December,161,0,4
B02037,KINGSDALE DISPATCH INC,,2018,3,March,"1,262",0,7
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2016,1,January,"5,426",0,33
b00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2016,3,March,"10,869",0,56
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2017,2,February,"1,180",0,13
B02736,TRINITY CAR SERVICE INC,,2018,1,January,706,0,9
B02599,CMS LIMO INC.,,2019,1,January,275,0,10
B00727,RECHEV OF BROOKLYN INC,,2018,4,April,"1,175",0,5
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2015,9,September,"5,077",0,35
B00625,"CENTRAL CAR SERVICES,INC.",,2018,5,May,"2,695",0,18
b00802,BELL CAR SVC INC,,2015,12,December,"14,086",0,81
B01338,3210 WEBSTER AV PRESTIGE C/S,,2017,3,March,"42,267",0,378
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2018,7,July,12,0,3
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2018,8,August,"28,876",181,122
B00170,EMUNAH CAR SERVICE INC,,2015,8,August,"1,086",0,7
B00821,ATLANTIC CAR SVCE,,2016,10,October,"24,699",0,119
B02838,THA MAYA CAR SERVICE INC,,2018,5,May,546,0,8
B02811,M.L TRIPS CORP.,,2018,2,February,"1,505",0,31
B02410,"POLO LIMOUSINE, CORP.",,2018,7,July,"1,062",0,46
B02306,ACCUELIMO LUXURY LLC,,2016,10,October,"1,958",0,18
B02424,FRIENDLY RIDE INC,,2017,12,December,721,0,31
B02447,LUIGI MEMO INC.,VIEW,2015,9,September,86,0,9
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,4,April,464,0,8
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2017,9,September,"1,719",0,18
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2018,9,September,317,0,10
B01057,NEW AMERICAN C/L SVC,,2015,9,September,"1,482",0,12
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2015,10,October,"1,137",0,26
B02669,TRUESTAR LIMO CORP.,,2016,7,July,25,0,4
B02391,"BAYRIDGE EXPRESS, INC",,2016,1,January,540,0,3
B02200,BCL NETWORK LLC,,2018,1,January,324,0,11
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2016,10,October,923,0,7
B02649,DIDI TRANSPORTATION INC.,,2016,10,October,130,0,3
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2016,1,January,"50,469",0,462
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2018,12,December,199,0,14
B01846,ROMANTIQUE LIMOUSINE INC.,,2018,1,January,19,0,6
B01854,EUROPE LIMOUSINE SERVICE INC,,2016,8,August,"1,814",0,42
B00619,"HOLA CAR SERVICE,INC.",,2015,9,September,633,0,6
B02992,UNLS CORP,RELIABLE CAR & LIMO SERVICE,2018,2,February,95,0,5
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2019,1,January,825,0,8
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2016,4,April,"4,446",0,51
B02547,NICK CAR & LIMO SERVICE INC.,,2016,2,February,262,0,10
B02627,APL LIMO LLC,,2017,1,January,194,0,11
B02180,PEGASUS TRANSPORT SERVICE INC.,,2017,4,April,821,0,42
B01432,TOVAR TRANSPORTATION INC,,2015,10,October,"5,954",0,27
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2015,1,January,"6,633",0,139
B02406,MY SEDAN LLC,,2019,1,January,348,0,6
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2015,12,December,"2,179",0,9
B01285,UNION RADIO DISPATCH INC,,2015,8,August,"36,628",0,190
B02142,ASCENT LIMOUSINE INC.,,2015,5,May,56,0,6
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2018,4,April,"9,971",0,49
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2018,5,May,39,0,1
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2018,3,March,688,0,16
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2016,10,October,"4,201",0,17
B02664,CORPORATE CAR LTD.,,2017,4,April,190,0,40
B00850,UPTOWN TRANSIT CORP,,2018,4,April,363,0,7
B02546,X RADIO DISPATCHER INC.,,2017,10,October,"24,723",0,160
